Oficina de ventas;Material;Texto Breve Material;Fecha;Mes;Año;Cajas
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/10/2008;10;2008;75
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/10/2008;10;2008;223
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/10/2008;10;2008;204
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/10/2008;10;2008;240
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/10/2008;10;2008;328
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/10/2008;10;2008;142
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/10/2008;10;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/10/2008;10;2008;455
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/10/2008;10;2008;1071
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/10/2008;10;2008;1511
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;31/10/2008;10;2008;828
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/11/2008;11;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/11/2008;11;2008;242
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/11/2008;11;2008;204
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/11/2008;11;2008;227
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/11/2008;11;2008;228
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/11/2008;11;2008;406
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/11/2008;11;2008;1
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/11/2008;11;2008;333
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/11/2008;11;2008;328
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/11/2008;11;2008;454
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/11/2008;11;2008;433
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/11/2008;11;2008;141
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/11/2008;11;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/11/2008;11;2008;446
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/11/2008;11;2008;343
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/11/2008;11;2008;505
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/11/2008;11;2008;1274
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/11/2008;11;2008;319
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/11/2008;11;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/11/2008;11;2008;1661
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/11/2008;11;2008;643
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/11/2008;11;2008;2013
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/11/2008;11;2008;2063
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/11/2008;11;2008;4176
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/12/2008;12;2008;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/12/2008;12;2008;73
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/12/2008;12;2008;233
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/12/2008;12;2008;159
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/12/2008;12;2008;282
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/12/2008;12;2008;326
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/12/2008;12;2008;14
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/12/2008;12;2008;581
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/12/2008;12;2008;235
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/12/2008;12;2008;394
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/12/2008;12;2008;281
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/12/2008;12;2008;188
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/12/2008;12;2008;538
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/12/2008;12;2008;2135
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/12/2008;12;2008;527
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/12/2008;12;2008;755
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/12/2008;12;2008;391
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/12/2008;12;2008;722
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/12/2008;12;2008;680
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/12/2008;12;2008;248
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/12/2008;12;2008;735
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/12/2008;12;2008;561
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/12/2008;12;2008;879
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/12/2008;12;2008;479
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;31/12/2008;12;2008;3201
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/1/2009;1;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/1/2009;1;2009;9
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/1/2009;1;2009;2
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/1/2009;1;2009;70
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/1/2009;1;2009;109
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/1/2009;1;2009;48
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/1/2009;1;2009;111
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/1/2009;1;2009;60
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/1/2009;1;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/1/2009;1;2009;109
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/1/2009;1;2009;94
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/1/2009;1;2009;127
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/1/2009;1;2009;159
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/1/2009;1;2009;54
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/1/2009;1;2009;67
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/1/2009;1;2009;95
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/1/2009;1;2009;162
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/1/2009;1;2009;178
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/1/2009;1;2009;128
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/1/2009;1;2009;161
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/1/2009;1;2009;181
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/1/2009;1;2009;143
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/1/2009;1;2009;370
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/1/2009;1;2009;141
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/1/2009;1;2009;711
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;31/1/2009;1;2009;1865
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/2/2009;2;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/2/2009;2;2009;43
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/2/2009;2;2009;114
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/2/2009;2;2009;70
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/2/2009;2;2009;93
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/2/2009;2;2009;92
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/2/2009;2;2009;13
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/2/2009;2;2009;108
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/2/2009;2;2009;141
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/2/2009;2;2009;148
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/2/2009;2;2009;160
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/2/2009;2;2009;167
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/2/2009;2;2009;39
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/2/2009;2;2009;106
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/2/2009;2;2009;339
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/2/2009;2;2009;128
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/2/2009;2;2009;148
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/2/2009;2;2009;137
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/2/2009;2;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/2/2009;2;2009;518
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/2/2009;2;2009;470
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/2/2009;2;2009;346
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/2/2009;2;2009;2185
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/2/2009;2;2009;1467
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/3/2009;3;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/3/2009;3;2009;171
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/3/2009;3;2009;230
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/3/2009;3;2009;182
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/3/2009;3;2009;282
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/3/2009;3;2009;175
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/3/2009;3;2009;5
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/3/2009;3;2009;300
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/3/2009;3;2009;293
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/3/2009;3;2009;264
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/3/2009;3;2009;408
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/3/2009;3;2009;182
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/3/2009;3;2009;2
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/3/2009;3;2009;308
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/3/2009;3;2009;318
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/3/2009;3;2009;311
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/3/2009;3;2009;250
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/3/2009;3;2009;187
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/3/2009;3;2009;12
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/3/2009;3;2009;340
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/3/2009;3;2009;473
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/3/2009;3;2009;271
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/3/2009;3;2009;362
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/3/2009;3;2009;327
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/3/2009;3;2009;251
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;31/3/2009;3;2009;2107
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/4/2009;4;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/4/2009;4;2009;35
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/4/2009;4;2009;114
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/4/2009;4;2009;40
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/4/2009;4;2009;200
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/4/2009;4;2009;386
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/4/2009;4;2009;1013
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/4/2009;4;2009;426
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/4/2009;4;2009;181
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/4/2009;4;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/4/2009;4;2009;362
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/4/2009;4;2009;327
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/4/2009;4;2009;199
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/4/2009;4;2009;184
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/4/2009;4;2009;372
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/4/2009;4;2009;19
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;21/4/2009;4;2009;208
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/4/2009;4;2009;645
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/4/2009;4;2009;314
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/4/2009;4;2009;232
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/4/2009;4;2009;282
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/4/2009;4;2009;264
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/4/2009;4;2009;902
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/4/2009;4;2009;726
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/4/2009;4;2009;5891
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/5/2009;5;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/5/2009;5;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/5/2009;5;2009;312
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/5/2009;5;2009;934
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;7/5/2009;5;2009;319
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/5/2009;5;2009;261
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/5/2009;5;2009;252
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/5/2009;5;2009;166
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/5/2009;5;2009;586
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/5/2009;5;2009;1133
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;14/5/2009;5;2009;471
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/5/2009;5;2009;823
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/5/2009;5;2009;272
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/5/2009;5;2009;160
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/5/2009;5;2009;371
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/5/2009;5;2009;822
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/5/2009;5;2009;372
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/5/2009;5;2009;440
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/5/2009;5;2009;122
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/5/2009;5;2009;556
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/5/2009;5;2009;1825
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;28/5/2009;5;2009;465
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;29/5/2009;5;2009;1282
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/5/2009;5;2009;2314
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;1/6/2009;6;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;2/6/2009;6;2009;437
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;3/6/2009;6;2009;518
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;4/6/2009;6;2009;239
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;5/6/2009;6;2009;516
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;6/6/2009;6;2009;324
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;8/6/2009;6;2009;0
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;9/6/2009;6;2009;365
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;10/6/2009;6;2009;689
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;11/6/2009;6;2009;482
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;12/6/2009;6;2009;508
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;13/6/2009;6;2009;355
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;15/6/2009;6;2009;725
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;16/6/2009;6;2009;688
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;17/6/2009;6;2009;924
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;18/6/2009;6;2009;1076
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;19/6/2009;6;2009;978
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;20/6/2009;6;2009;405
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;22/6/2009;6;2009;27
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;23/6/2009;6;2009;1422
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;24/6/2009;6;2009;734
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;25/6/2009;6;2009;1184
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;26/6/2009;6;2009;1269
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;27/6/2009;6;2009;836
Santiago;10017124;CYT TETRA  TINTO(N) 1500 8U CL;30/6/2009;6;2009;6680
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;2/7/2008;7;2008;55
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;3/7/2008;7;2008;122
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;4/7/2008;7;2008;150
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;5/7/2008;7;2008;63
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;7/7/2008;7;2008;109
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;8/7/2008;7;2008;50
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;9/7/2008;7;2008;132
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;10/7/2008;7;2008;261
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;11/7/2008;7;2008;253
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;12/7/2008;7;2008;56
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;14/7/2008;7;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;15/7/2008;7;2008;114
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;16/7/2008;7;2008;30
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;17/7/2008;7;2008;198
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;18/7/2008;7;2008;169
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;19/7/2008;7;2008;199
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;21/7/2008;7;2008;61
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;22/7/2008;7;2008;219
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;23/7/2008;7;2008;461
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;24/7/2008;7;2008;206
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;25/7/2008;7;2008;219
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;26/7/2008;7;2008;121
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;28/7/2008;7;2008;29
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;29/7/2008;7;2008;174
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;30/7/2008;7;2008;292
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;31/7/2008;7;2008;2273
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;1/8/2008;8;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;2/8/2008;8;2008;68
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;4/8/2008;8;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;5/8/2008;8;2008;30
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;6/8/2008;8;2008;251
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;7/8/2008;8;2008;447
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;8/8/2008;8;2008;136
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;9/8/2008;8;2008;128
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;11/8/2008;8;2008;125
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;12/8/2008;8;2008;292
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;13/8/2008;8;2008;250
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;14/8/2008;8;2008;521
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;16/8/2008;8;2008;166
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;18/8/2008;8;2008;80
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;19/8/2008;8;2008;64
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;20/8/2008;8;2008;249
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;21/8/2008;8;2008;368
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;22/8/2008;8;2008;2223
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;23/8/2008;8;2008;111
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;25/8/2008;8;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;26/8/2008;8;2008;519
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;27/8/2008;8;2008;143
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;28/8/2008;8;2008;218
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;29/8/2008;8;2008;70
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;30/8/2008;8;2008;841
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;1/9/2008;9;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;2/9/2008;9;2008;452
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;3/9/2008;9;2008;228
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;4/9/2008;9;2008;307
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;5/9/2008;9;2008;135
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;6/9/2008;9;2008;197
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;8/9/2008;9;2008;206
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;9/9/2008;9;2008;133
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;10/9/2008;9;2008;437
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;11/9/2008;9;2008;1051
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;12/9/2008;9;2008;620
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;13/9/2008;9;2008;350
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;15/9/2008;9;2008;38
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;16/9/2008;9;2008;385
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;17/9/2008;9;2008;180
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;20/9/2008;9;2008;15
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;22/9/2008;9;2008;0
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;23/9/2008;9;2008;69
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;24/9/2008;9;2008;390
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;25/9/2008;9;2008;160
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;26/9/2008;9;2008;178
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;27/9/2008;9;2008;33
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;29/9/2008;9;2008;101
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;30/9/2008;9;2008;3225
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;2/10/2008;10;2008;78
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;3/10/2008;10;2008;88
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;4/10/2008;10;2008;20
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;6/10/2008;10;2008;4
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;7/10/2008;10;2008;60
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;8/10/2008;10;2008;108
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;9/10/2008;10;2008;67
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;10/10/2008;10;2008;93
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;11/10/2008;10;2008;24
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;13/10/2008;10;2008;39
Santiago;10021766;CYT TETRA  TTO(ND) 2000 6U CL;14/10/2008;10;2008;201
